guest,segment,start_hms,end_hms,duration_s,start_sec,end_sec
阚清子,1,00:00:27.4,00:00:28.2,0.8,27.36,28.16
江语晨,1,00:00:28.2,00:00:29.3,1.1,28.16,29.28
范玮琪,1,00:00:28.2,00:00:29.8,1.6,28.16,29.76
江语晨,2,00:00:31.2,00:00:34.6,3.4,31.2,34.56
范玮琪,2,00:00:31.2,00:00:34.6,3.4,31.2,34.56
王濛,1,00:00:34.6,00:00:36.6,2.1,34.56,36.64
李小冉,1,00:00:36.6,00:00:40.5,3.8,36.64,40.48
淡淡,1,00:00:36.6,00:00:40.5,3.8,36.64,40.48
何宣林,1,00:00:40.5,00:00:46.9,6.4,40.48,46.88
范玮琪,3,00:00:40.5,00:00:46.9,6.4,40.48,46.88
阚清子,2,00:00:40.5,00:00:45.0,4.5,40.48,44.96
曾佩慈,1,00:00:46.9,00:00:57.0,10.1,46.88,56.96
陈瑶,1,00:00:53.1,00:00:55.0,1.9,53.12,55.04
何宣林,2,00:00:57.0,00:01:00.2,3.2,56.96,60.16
孙怡,1,00:00:57.0,00:01:08.0,11.0,56.96,68.0
江语晨,3,00:00:57.0,00:01:00.2,3.2,56.96,60.16
范玮琪,4,00:00:57.0,00:01:08.0,11.0,56.96,68.0
阚清子,3,00:00:57.0,00:01:06.2,9.3,56.96,66.24
何宣林,3,00:01:03.5,00:01:08.0,4.5,63.52,68.0
阚清子,4,00:01:07.2,00:01:08.0,0.8,67.2,68.0
徐洁儿,1,00:01:08.0,00:01:23.2,15.2,68.0,83.2
张月,1,00:01:09.0,00:01:20.2,11.2,68.96,80.16
张月,2,00:01:21.1,00:01:27.0,5.9,81.12,87.04
陈凯琳,1,00:01:23.2,00:01:27.0,3.8,83.2,87.04
黄灿灿,1,00:01:24.2,00:01:24.3,0.2,84.16,84.32
黄灿灿,2,00:01:24.5,00:01:25.1,0.6,84.48,85.12
黄灿灿,3,00:01:25.8,00:01:27.0,1.3,85.76,87.04
乌兰图雅,1,00:01:57.0,00:02:00.0,3.0,116.96,120.0
叶一茜,1,00:01:57.0,00:02:00.5,3.5,116.96,120.48
安崎,1,00:01:57.0,00:03:55.4,118.4,116.96,235.36
庄法,1,00:01:57.0,00:02:00.0,3.0,116.96,120.0
李心洁,1,00:01:57.0,00:02:00.0,3.0,116.96,120.0
李心洁,2,00:02:05.4,00:02:19.2,13.8,125.44,139.2
乌兰图雅,2,00:02:16.6,00:02:26.4,9.8,136.64,146.4
叶一茜,2,00:02:16.6,00:02:26.4,9.8,136.64,146.4
庄法,2,00:02:16.6,00:02:17.8,1.1,136.64,137.76
庄法,3,00:02:18.1,00:02:18.4,0.3,138.08,138.4
庄法,4,00:02:18.6,00:02:19.2,0.6,138.56,139.2
李心洁,3,00:02:26.4,00:02:48.3,21.9,146.4,168.32
乌兰图雅,3,00:02:30.7,00:02:36.0,5.3,150.72,156.0
叶一茜,3,00:02:30.7,00:02:36.0,5.3,150.72,156.0
庄法,5,00:02:30.7,00:02:36.0,5.3,150.72,156.0
叶一茜,4,00:02:48.3,00:02:48.6,0.3,168.32,168.64
叶一茜,5,00:02:49.0,00:02:52.5,3.5,168.96,172.48
李心洁,4,00:02:51.7,00:03:47.0,55.4,171.68,227.04
叶一茜,6,00:03:06.2,00:03:22.7,16.5,186.24,202.72
乌兰图雅,4,00:03:16.8,00:03:27.0,10.2,196.8,207.04
庄法,6,00:03:16.8,00:03:17.9,1.1,196.8,197.92
庄法,7,00:03:18.1,00:03:18.4,0.3,198.08,198.4
庄法,8,00:03:18.6,00:03:21.8,3.2,198.56,201.76
庄法,9,00:03:21.9,00:03:23.0,1.1,201.92,203.04
叶一茜,7,00:03:22.9,00:03:27.0,4.2,202.88,207.04
庄法,10,00:03:23.2,00:03:27.0,3.8,203.2,207.04
叶一茜,8,00:03:33.4,00:03:46.6,13.1,213.44,226.56
曾佩慈,2,00:03:43.2,00:03:46.6,3.4,223.2,226.56
张月,3,00:03:44.5,00:03:46.6,2.1,224.48,226.56
李心洁,5,00:03:47.8,00:04:10.7,22.9,227.84,250.72
叶一茜,9,00:03:48.6,00:03:50.4,1.8,228.64,230.4
叶一茜,10,00:03:51.2,00:03:55.4,4.2,231.2,235.36
叶一茜,11,00:03:59.8,00:04:01.3,1.4,239.84,241.28
安崎,2,00:03:59.8,00:04:01.4,1.6,239.84,241.44
安崎,3,00:04:01.8,00:04:10.7,9.0,241.76,250.72
叶一茜,12,00:04:02.2,00:04:10.7,8.5,242.24,250.72
李小冉,2,00:04:14.2,00:04:18.4,4.2,254.24,258.4
淡淡,2,00:04:18.4,00:04:28.8,10.4,258.4,268.8
李小冉,3,00:04:18.6,00:04:22.1,3.5,258.56,262.08
王濛,2,00:04:30.6,00:04:33.4,2.9,270.56,273.44
李小冉,4,00:04:36.6,00:04:38.7,2.1,276.64,278.72
淡淡,3,00:04:36.6,00:04:38.7,2.1,276.64,278.72
淡淡,4,00:04:42.2,00:04:49.0,6.7,282.24,288.96
李小冉,5,00:04:42.9,00:04:47.0,4.2,282.88,287.04
李小冉,6,00:04:47.2,00:04:47.4,0.2,287.2,287.36
李小冉,7,00:04:47.5,00:04:51.0,3.5,287.52,291.04
淡淡,5,00:04:51.0,00:04:53.9,2.9,291.04,293.92
王濛,3,00:04:53.9,00:04:57.3,3.4,293.92,297.28
李小冉,8,00:04:57.3,00:05:00.6,3.4,297.28,300.64
淡淡,6,00:04:57.9,00:04:59.0,1.1,297.92,299.04
淡淡,7,00:04:59.2,00:05:04.2,5.0,299.2,304.16
王濛,4,00:05:04.2,00:05:07.4,3.2,304.16,307.36
李小冉,9,00:05:07.4,00:05:08.6,1.3,307.36,308.64
淡淡,8,00:05:07.4,00:05:11.2,3.8,307.36,311.2
李小冉,10,00:05:09.8,00:05:14.4,4.6,309.76,314.4
淡淡,9,00:05:14.4,00:05:22.2,7.8,314.4,322.24
李小冉,11,00:05:15.0,00:05:16.3,1.3,315.04,316.32
李小冉,12,00:05:16.5,00:05:18.4,1.9,316.48,318.4
李小冉,13,00:05:22.2,00:05:25.6,3.4,322.24,325.6
淡淡,10,00:05:25.6,00:05:38.1,12.5,325.6,338.08
李小冉,14,00:05:29.8,00:05:37.4,7.7,329.76,337.44
王濛,5,00:05:38.1,00:05:39.8,1.8,338.08,339.84
李小冉,15,00:05:39.8,00:05:45.4,5.6,339.84,345.44
淡淡,11,00:05:39.8,00:05:42.9,3.0,339.84,342.88
王濛,6,00:05:42.9,00:05:45.4,2.6,342.88,345.44
淡淡,12,00:05:45.4,00:05:54.7,9.3,345.44,354.72
王濛,7,00:05:54.7,00:05:56.6,1.9,354.72,356.64
李小冉,16,00:05:56.6,00:05:59.5,2.9,356.64,359.52
王濛,8,00:05:58.1,00:06:05.1,7.0,358.08,365.12
李小冉,17,00:06:05.1,00:06:08.2,3.0,365.12,368.16
淡淡,13,00:06:05.1,00:06:08.6,3.5,365.12,368.64
王濛,9,00:06:08.6,00:06:12.5,3.8,368.64,372.48
淡淡,14,00:06:12.5,00:06:15.0,2.6,372.48,375.04
李小冉,18,00:06:15.0,00:06:17.8,2.7,375.04,377.76
王濛,10,00:06:17.8,00:06:20.5,2.7,377.76,380.48
李小冉,19,00:06:20.5,00:06:23.4,2.9,380.48,383.36
淡淡,15,00:06:20.5,00:06:25.0,4.5,380.48,384.96
李小冉,20,00:06:23.5,00:06:24.2,0.6,383.52,384.16
王濛,11,00:06:25.0,00:06:28.6,3.7,384.96,388.64
李小冉,21,00:06:28.6,00:06:30.6,1.9,388.64,390.56
王濛,12,00:06:30.6,00:06:32.3,1.8,390.56,392.32
李小冉,22,00:06:32.3,00:06:39.5,7.2,392.32,399.52
淡淡,16,00:06:32.3,00:06:34.1,1.8,392.32,394.08
淡淡,17,00:06:34.9,00:06:39.5,4.6,394.88,399.52
王濛,13,00:06:39.5,00:06:42.9,3.4,399.52,402.88
李小冉,23,00:06:42.9,00:06:43.4,0.5,402.88,403.36
淡淡,18,00:06:42.9,00:06:50.6,7.7,402.88,410.56
李小冉,24,00:06:46.2,00:06:50.6,4.3,406.24,410.56
王濛,14,00:06:50.6,00:06:53.6,3.0,410.56,413.6
李小冉,25,00:06:53.6,00:06:56.0,2.4,413.6,416.0
王濛,15,00:06:56.0,00:07:01.4,5.4,416.0,421.44
李小冉,26,00:07:01.4,00:07:04.8,3.4,421.44,424.8
淡淡,19,00:07:05.9,00:07:11.0,5.1,425.92,431.04
淡淡,20,00:07:11.2,00:07:21.9,10.7,431.2,441.92
李小冉,27,00:07:13.1,00:07:15.4,2.2,433.12,435.36
李小冉,28,00:07:17.0,00:07:21.9,5.0,436.96,441.92
王濛,16,00:07:21.9,00:07:26.9,5.0,441.92,446.88
李小冉,29,00:07:26.9,00:07:28.6,1.8,446.88,448.64
王濛,17,00:07:28.6,00:07:30.7,2.1,448.64,450.72
李小冉,30,00:07:30.7,00:07:37.3,6.6,450.72,457.28
淡淡,21,00:07:30.7,00:07:36.2,5.4,450.72,456.16
王濛,18,00:07:37.3,00:07:39.7,2.4,457.28,459.68
孙怡,2,00:07:46.2,00:08:19.0,32.8,466.24,499.04
范玮琪,5,00:07:46.2,00:08:05.8,19.5,466.24,485.76
阚清子,5,00:07:46.2,00:07:49.4,3.2,466.24,469.44
何宣林,4,00:07:46.4,00:07:46.7,0.3,466.4,466.72
何宣林,5,00:07:48.3,00:07:49.4,1.1,468.32,469.44
何宣林,6,00:07:53.6,00:08:00.8,7.2,473.6,480.8
江语晨,4,00:07:53.6,00:08:00.0,6.4,473.6,480.0
阚清子,6,00:07:53.8,00:07:55.8,2.1,473.76,475.84
阚清子,7,00:07:56.0,00:07:59.7,3.7,476.0,479.68
阚清子,8,00:07:59.8,00:08:00.5,0.6,479.84,480.48
江语晨,5,00:08:00.2,00:08:00.8,0.6,480.16,480.8
阚清子,9,00:08:00.6,00:08:01.1,0.5,480.64,481.12
阚清子,10,00:08:05.1,00:08:05.8,0.6,485.12,485.76
阚清子,11,00:08:05.9,00:08:08.0,2.1,485.92,488.0
范玮琪,6,00:08:08.6,00:08:19.2,10.6,488.64,499.2
孙怡,3,00:08:19.2,00:08:19.4,0.2,499.2,499.36
孙怡,4,00:08:19.5,00:09:37.4,77.9,499.52,577.44
范玮琪,7,00:08:19.5,00:08:58.6,39.0,499.52,538.56
阚清子,12,00:08:21.1,00:08:39.0,17.9,501.12,519.04
何宣林,7,00:08:36.2,00:08:42.7,6.6,516.16,522.72
江语晨,6,00:08:36.2,00:08:42.7,6.6,516.16,522.72
