guest,segment,start_hms,end_hms,duration_s,start_sec,end_sec
孙怡,9,00:03:26.7,00:03:30.1,3.4,206.72,210.08
范玮琪,15,00:03:34.1,00:03:34.2,0.2,214.08,214.24
范玮琪,16,00:03:34.4,00:03:34.7,0.3,214.4,214.72
孙怡,10,00:03:37.6,00:04:01.9,24.3,217.6,241.92
范玮琪,17,00:03:37.8,00:03:37.9,0.2,217.76,217.92
范玮琪,18,00:03:38.1,00:03:38.4,0.3,218.08,218.4
范玮琪,19,00:03:39.0,00:03:39.8,0.8,219.04,219.84
江语晨,7,00:03:39.8,00:03:46.9,7.0,219.84,226.88
范玮琪,20,00:03:40.0,00:03:40.3,0.3,220.0,220.32
范玮琪,21,00:03:41.3,00:03:42.2,1.0,221.28,222.24
范玮琪,22,00:03:43.7,00:03:44.0,0.3,223.68,224.0
江语晨,8,00:03:47.0,00:03:54.4,7.4,227.04,234.4
何宣林,10,00:03:47.4,00:04:24.8,37.4,227.36,264.8
范玮琪,23,00:03:47.4,00:03:54.9,7.5,227.36,234.88
江语晨,9,00:03:54.6,00:03:54.9,0.3,234.56,234.88
范玮琪,24,00:04:01.9,00:04:24.8,22.9,241.92,264.8
孙怡,11,00:04:12.8,00:04:24.8,12.0,252.8,264.8
江语晨,10,00:04:12.8,00:04:30.7,17.9,252.8,270.72
阚清子,8,00:04:12.8,00:04:30.7,17.9,252.8,270.72
孙怡,12,00:04:30.7,00:04:56.2,25.4,270.72,296.16
范玮琪,25,00:04:30.7,00:04:36.3,5.6,270.72,276.32
江语晨,11,00:04:30.9,00:04:31.0,0.2,270.88,271.04
江语晨,12,00:04:31.5,00:04:31.8,0.3,271.52,271.84
江语晨,13,00:04:32.0,00:04:36.3,4.3,272.0,276.32
何宣林,11,00:04:41.3,00:04:56.2,14.9,281.28,296.16
江语晨,14,00:04:41.3,00:04:56.2,14.9,281.28,296.16
范玮琪,26,00:04:41.3,00:04:56.2,14.9,281.28,296.16
阚清子,9,00:04:46.7,00:04:49.6,2.9,286.72,289.6
阚清子,10,00:04:56.2,00:05:23.5,27.4,296.16,323.52
孙怡,13,00:04:56.6,00:04:57.0,0.3,296.64,296.96
何宣林,12,00:04:57.1,00:05:07.2,10.1,297.12,307.2
孙怡,14,00:04:57.4,00:05:11.8,14.4,297.44,311.84
江语晨,15,00:04:57.9,00:04:59.7,1.8,297.92,299.68
范玮琪,27,00:04:57.9,00:05:07.2,9.3,297.92,307.2
江语晨,16,00:04:59.8,00:05:11.8,12.0,299.84,311.84
何宣林,13,00:05:08.5,00:05:08.6,0.2,308.48,308.64
何宣林,14,00:05:09.0,00:05:09.8,0.8,308.96,309.76
何宣林,15,00:05:09.9,00:05:11.8,1.9,309.92,311.84
范玮琪,28,00:05:11.8,00:05:12.0,0.2,311.84,312.0
何宣林,16,00:05:13.0,00:05:14.4,1.4,312.96,314.4
江语晨,17,00:05:17.1,00:05:27.4,10.2,317.12,327.36
范玮琪,29,00:05:17.1,00:05:23.5,6.4,317.12,323.52
孙怡,15,00:05:17.8,00:05:18.1,0.3,317.76,318.08
何宣林,17,00:05:20.2,00:05:24.3,4.2,320.16,324.32
孙怡,16,00:05:20.2,00:05:24.2,4.0,320.16,324.16
孙怡,17,00:05:24.8,00:05:25.6,0.8,324.8,325.6
孙怡,18,00:05:25.9,00:05:26.9,1.0,325.92,326.88
何宣林,18,00:05:27.4,00:05:46.7,19.4,327.36,346.72
孙怡,19,00:05:27.4,00:05:45.3,17.9,327.36,345.28
范玮琪,30,00:05:27.5,00:05:28.5,1.0,327.52,328.48
江语晨,18,00:05:27.7,00:05:47.2,19.5,327.68,347.2
阚清子,11,00:05:39.0,00:05:39.5,0.5,339.04,339.52
阚清子,12,00:05:39.7,00:05:45.3,5.6,339.68,345.28
范玮琪,31,00:05:40.3,00:05:45.3,5.0,340.32,345.28
孙怡,20,00:05:46.1,00:05:46.9,0.8,346.08,346.88
张月,4,00:05:53.6,00:05:57.4,3.8,353.6,357.44
陈凯琳,6,00:05:53.6,00:05:57.9,4.3,353.6,357.92
陈凯琳,7,00:05:58.6,00:06:03.7,5.1,358.56,363.68
张月,5,00:05:59.2,00:06:02.6,3.4,359.2,362.56
李小冉,5,00:06:00.8,00:06:03.7,2.9,360.8,363.68
徐洁儿,9,00:06:12.6,00:06:13.4,0.8,372.64,373.44
张月,6,00:06:13.9,00:06:14.2,0.3,373.92,374.24
徐洁儿,10,00:06:13.9,00:06:17.9,4.0,373.92,377.92
李小冉,6,00:06:13.9,00:06:15.2,1.3,373.92,375.2
陈凯琳,8,00:06:13.9,00:06:15.5,1.6,373.92,375.52
黄灿灿,4,00:06:13.9,00:06:18.6,4.6,373.92,378.56
李小冉,7,00:06:15.4,00:06:18.9,3.5,375.36,378.88
王濛,4,00:06:15.7,00:06:17.0,1.3,375.68,376.96
陈凯琳,9,00:06:15.7,00:06:21.1,5.4,375.68,381.12
张月,7,00:06:16.2,00:06:17.1,1.0,376.16,377.12
唐艺昕,7,00:06:16.5,00:06:18.2,1.8,376.48,378.24
唐艺昕,8,00:06:18.4,00:06:19.5,1.1,378.4,379.52
张月,8,00:06:18.7,00:06:19.2,0.5,378.72,379.2
李小冉,8,00:06:19.0,00:06:20.2,1.1,379.04,380.16
黄灿灿,5,00:06:19.0,00:06:21.1,2.1,379.04,381.12
张月,9,00:06:19.4,00:06:19.8,0.5,379.36,379.84
徐洁儿,11,00:06:19.5,00:06:33.8,14.2,379.52,393.76
唐艺昕,9,00:06:19.7,00:06:21.6,1.9,379.68,381.6
张月,10,00:06:20.3,00:06:35.5,15.2,380.32,395.52
李小冉,9,00:06:21.1,00:06:35.5,14.4,381.12,395.52
唐艺昕,10,00:06:21.8,00:06:21.9,0.2,381.76,381.92
唐艺昕,11,00:06:22.2,00:06:25.6,3.4,382.24,385.6
唐艺昕,12,00:06:26.2,00:06:28.5,2.2,386.24,388.48
陈凯琳,10,00:06:28.5,00:06:29.1,0.6,388.48,389.12
黄灿灿,6,00:06:28.5,00:06:35.5,7.0,388.48,395.52
陈凯琳,11,00:06:29.3,00:06:29.6,0.3,389.28,389.6
陈凯琳,12,00:06:29.9,00:06:30.1,0.2,389.92,390.08
陈凯琳,13,00:06:30.9,00:06:35.5,4.6,390.88,395.52
唐艺昕,13,00:06:35.5,00:06:38.9,3.4,395.52,398.88
徐洁儿,12,00:06:35.5,00:06:38.2,2.7,395.52,398.24
张月,11,00:06:38.2,00:06:42.6,4.3,398.24,402.56
李小冉,10,00:06:38.2,00:06:42.9,4.6,398.24,402.88
陈凯琳,14,00:06:38.2,00:06:41.1,2.9,398.24,401.12
唐艺昕,14,00:06:39.7,00:06:41.0,1.3,399.68,400.96
唐艺昕,15,00:06:41.4,00:06:41.6,0.2,401.44,401.6
陈凯琳,15,00:06:42.6,00:06:46.1,3.5,402.56,406.08
张月,12,00:06:42.9,00:06:46.2,3.4,402.88,406.24
唐艺昕,16,00:06:55.0,00:06:57.3,2.2,415.04,417.28
李小冉,11,00:06:55.0,00:06:57.8,2.7,415.04,417.76
王濛,5,00:06:55.0,00:06:57.8,2.7,415.04,417.76
陈凯琳,16,00:07:03.7,00:07:12.3,8.6,423.68,432.32
李小冉,12,00:07:09.9,00:07:13.1,3.2,429.92,433.12
黄灿灿,7,00:07:10.2,00:07:11.2,1.0,430.24,431.2
黄灿灿,8,00:07:11.4,00:07:12.5,1.1,431.36,432.48
陈凯琳,17,00:07:13.0,00:07:13.1,0.2,432.96,433.12
黄灿灿,9,00:07:13.0,00:07:13.1,0.2,432.96,433.12
黄灿灿,10,00:07:13.3,00:07:13.9,0.6,433.28,433.92
陈凯琳,18,00:07:14.1,00:07:21.1,7.0,434.08,441.12
黄灿灿,11,00:07:14.1,00:07:22.1,8.0,434.08,442.08
李小冉,13,00:07:19.0,00:07:19.4,0.3,439.04,439.36
李小冉,14,00:07:19.5,00:07:23.7,4.2,439.52,443.68
黄灿灿,12,00:07:23.2,00:07:23.7,0.5,443.2,443.68
徐洁儿,13,00:07:23.7,00:07:27.8,4.2,443.68,447.84
陈凯琳,19,00:07:23.7,00:07:26.9,3.2,443.68,446.88
黄灿灿,13,00:07:24.8,00:07:28.6,3.8,444.8,448.64
张月,13,00:07:25.8,00:07:26.9,1.1,445.76,446.88
李小冉,15,00:07:25.9,00:07:34.1,8.2,445.92,454.08
张月,14,00:07:27.2,00:07:27.8,0.6,447.2,447.84
陈凯琳,20,00:07:27.2,00:07:28.2,1.0,447.2,448.16
张月,15,00:07:28.2,00:07:29.8,1.6,448.16,449.76
陈凯琳,21,00:07:28.3,00:07:29.8,1.4,448.32,449.76
黄灿灿,14,00:07:28.8,00:07:29.8,1.0,448.8,449.76
唐艺昕,17,00:07:29.8,00:07:34.1,4.3,449.76,454.08
王濛,6,00:07:29.8,00:07:34.1,4.3,449.76,454.08
徐洁儿,14,00:07:38.6,00:07:42.9,4.3,458.56,462.88
黄灿灿,15,00:07:38.6,00:07:43.0,4.5,458.56,463.04
唐艺昕,18,00:07:43.0,00:07:46.1,3.0,463.04,466.08
李小冉,16,00:07:43.0,00:07:46.1,3.0,463.04,466.08
王濛,7,00:07:43.0,00:07:46.1,3.0,463.04,466.08
张月,16,00:07:57.4,00:07:58.4,1.0,477.44,478.4
李小冉,17,00:08:02.1,00:08:02.4,0.3,482.08,482.4
陈凯琳,22,00:08:02.4,00:08:05.9,3.5,482.4,485.92
黄灿灿,16,00:08:02.4,00:08:05.9,3.5,482.4,485.92
张月,17,00:08:05.1,00:08:05.9,0.8,485.12,485.92
唐艺昕,19,00:08:05.9,00:08:08.5,2.6,485.92,488.48
李小冉,18,00:08:05.9,00:08:08.5,2.6,485.92,488.48
王濛,8,00:08:05.9,00:08:08.5,2.6,485.92,488.48
张月,18,00:08:09.8,00:08:11.2,1.4,489.76,491.2
徐洁儿,15,00:08:09.8,00:08:10.9,1.1,489.76,490.88
陈凯琳,23,00:08:09.8,00:08:11.2,1.4,489.76,491.2
黄灿灿,17,00:08:09.8,00:08:11.2,1.4,489.76,491.2
陈凯琳,24,00:08:13.8,00:08:15.2,1.4,493.76,495.2
唐艺昕,20,00:08:13.9,00:08:17.6,3.7,493.92,497.6
李小冉,19,00:08:13.9,00:08:17.6,3.7,493.92,497.6
张月,19,00:08:14.4,00:08:14.6,0.2,494.4,494.56
王濛,9,00:08:16.0,00:08:17.6,1.6,496.0,497.6
张月,20,00:08:17.6,00:08:20.5,2.9,497.6,500.48
徐洁儿,16,00:08:17.6,00:08:21.4,3.8,497.6,501.44
陈凯琳,25,00:08:17.6,00:08:21.4,3.8,497.6,501.44
黄灿灿,18,00:08:17.6,00:08:18.7,1.1,497.6,498.72
李小冉,20,00:08:22.9,00:08:23.2,0.3,502.88,503.2
徐洁儿,17,00:08:23.8,00:08:25.3,1.4,503.84,505.28
李小冉,21,00:08:24.0,00:08:24.2,0.2,504.0,504.16
黄灿灿,19,00:08:24.3,00:08:25.3,1.0,504.32,505.28
唐艺昕,21,00:08:25.3,00:08:26.7,1.4,505.28,506.72
李小冉,22,00:08:25.4,00:08:29.8,4.3,505.44,509.76
王濛,10,00:08:25.4,00:08:26.2,0.8,505.44,506.24
唐艺昕,22,00:08:26.9,00:08:29.8,2.9,506.88,509.76
王濛,11,00:08:27.5,00:08:30.2,2.7,507.52,510.24
徐洁儿,18,00:08:28.0,00:08:33.4,5.4,508.0,513.44
黄灿灿,20,00:08:29.8,00:08:30.6,0.8,509.76,510.56
张月,21,00:08:30.4,00:08:30.7,0.3,510.4,510.72
黄灿灿,21,00:08:31.4,00:08:36.3,5.0,511.36,516.32
李小冉,23,00:08:33.3,00:08:36.3,3.0,513.28,516.32
徐洁儿,19,00:08:33.8,00:08:34.1,0.3,513.76,514.08
徐洁儿,20,00:08:34.2,00:08:36.0,1.8,514.24,516.0
张月,22,00:08:35.8,00:08:36.3,0.5,515.84,516.32
唐艺昕,23,00:08:36.3,00:08:37.1,0.8,516.32,517.12
徐洁儿,21,00:08:36.3,00:08:39.2,2.9,516.32,519.2
王濛,12,00:08:36.3,00:08:37.6,1.3,516.32,517.6
唐艺昕,24,00:08:38.2,00:08:39.7,1.4,518.24,519.68
王濛,13,00:08:38.4,00:08:39.0,0.6,518.4,519.04
李小冉,24,00:08:38.7,00:08:39.0,0.3,518.72,519.04
王濛,14,00:08:39.2,00:08:40.8,1.6,519.2,520.8
徐洁儿,22,00:08:39.7,00:08:42.1,2.4,519.68,522.08
唐艺昕,25,00:08:42.1,00:08:42.6,0.5,522.08,522.56
李小冉,25,00:08:42.1,00:08:42.7,0.6,522.08,522.72
唐艺昕,26,00:08:43.2,00:08:43.8,0.6,523.2,523.84
李小冉,26,00:08:43.5,00:08:45.1,1.6,523.52,525.12
唐艺昕,27,00:08:44.0,00:08:45.4,1.4,524.0,525.44
李小冉,27,00:08:45.4,00:08:48.2,2.7,525.44,528.16
唐艺昕,28,00:08:45.8,00:08:49.3,3.5,525.76,529.28
李小冉,28,00:08:48.3,00:08:48.8,0.5,528.32,528.8
徐洁儿,23,00:08:49.0,00:08:52.3,3.4,528.96,532.32
王濛,15,00:08:49.0,00:08:49.9,1.0,528.96,529.92
李小冉,29,00:08:49.9,00:08:50.9,1.0,529.92,530.88
李心洁,2,00:08:50.2,00:08:50.4,0.2,530.24,530.4
李心洁,3,00:08:50.6,00:08:50.7,0.2,530.56,530.72
王濛,16,00:08:50.6,00:08:51.8,1.3,530.56,531.84
李小冉,30,00:08:51.0,00:08:52.2,1.1,531.04,532.16
李心洁,4,00:08:51.4,00:08:51.8,0.5,531.36,531.84
李心洁,5,00:08:52.0,00:08:52.2,0.2,532.0,532.16
陈凯琳,26,00:08:52.3,00:08:52.8,0.5,532.32,532.8
李心洁,6,00:08:52.5,00:08:52.8,0.3,532.48,532.8
徐洁儿,24,00:08:52.6,00:08:52.8,0.2,532.64,532.8
李小冉,31,00:08:52.6,00:08:52.8,0.2,532.64,532.8
李小冉,32,00:08:53.0,00:08:57.3,4.3,532.96,537.28
李心洁,7,00:08:53.0,00:08:53.1,0.2,532.96,533.12
王濛,17,00:08:53.0,00:08:59.7,6.7,532.96,539.68
唐艺昕,29,00:08:53.8,00:08:56.6,2.9,533.76,536.64
李心洁,8,00:08:53.8,00:08:54.1,0.3,533.76,534.08
陈凯琳,27,00:08:54.1,00:08:54.6,0.5,534.08,534.56
李心洁,9,00:08:54.4,00:08:56.2,1.8,534.4,536.16
徐洁儿,25,00:08:56.0,00:08:56.8,0.8,536.0,536.8
李心洁,10,00:08:56.6,00:08:57.3,0.6,536.64,537.28
唐艺昕,30,00:08:56.8,00:08:57.3,0.5,536.8,537.28
陈凯琳,28,00:08:57.0,00:08:57.3,0.3,536.96,537.28
张月,23,00:08:57.3,00:08:59.7,2.4,537.28,539.68
黄灿灿,22,00:08:57.3,00:08:57.6,0.3,537.28,537.6
黄灿灿,23,00:08:57.9,00:08:59.7,1.8,537.92,539.68
李小冉,33,00:08:59.7,00:08:59.8,0.2,539.68,539.84
徐梦洁,6,00:09:13.9,00:09:14.2,0.3,553.92,554.24
徐梦洁,7,00:09:14.4,00:09:14.6,0.2,554.4,554.56
徐梦洁,8,00:09:14.7,00:09:15.5,0.8,554.72,555.52
徐梦洁,9,00:09:45.0,00:09:45.3,0.3,584.96,585.28
曾佩慈,3,00:09:47.8,00:09:50.4,2.6,587.84,590.4
曾佩慈,4,00:09:51.7,00:09:53.0,1.3,591.68,592.96
曾佩慈,5,00:09:53.4,00:09:57.8,4.3,593.44,597.76
徐梦洁,10,00:09:55.2,00:09:55.4,0.2,595.2,595.36
徐梦洁,11,00:09:57.1,00:09:57.8,0.6,597.12,597.76
徐梦洁,12,00:10:09.3,00:10:09.9,0.6,609.28,609.92
曾佩慈,6,00:10:09.4,00:10:11.5,2.1,609.44,611.52
曾佩慈,7,00:10:11.8,00:10:12.6,0.8,611.84,612.64
曾佩慈,8,00:10:13.0,00:10:14.1,1.1,612.96,614.08
曾佩慈,9,00:10:14.2,00:10:14.6,0.3,614.24,614.56
徐梦洁,13,00:10:14.7,00:10:16.8,2.1,614.72,616.8
徐梦洁,14,00:10:34.9,00:10:36.0,1.1,634.88,636.0
曾佩慈,10,00:10:35.0,00:10:38.9,3.8,635.04,638.88
陈瑶,3,00:10:35.0,00:10:35.4,0.3,635.04,635.36
陈瑶,4,00:10:35.5,00:10:37.0,1.4,635.52,636.96
徐梦洁,15,00:10:36.8,00:10:39.4,2.6,636.8,639.36
陈瑶,5,00:10:37.1,00:10:42.1,5.0,637.12,642.08
曾佩慈,11,00:10:39.0,00:10:42.4,3.4,639.04,642.4
徐梦洁,16,00:10:42.6,00:10:44.5,1.9,642.56,644.48
曾佩慈,12,00:10:42.6,00:10:43.0,0.5,642.56,643.04
曾佩慈,13,00:10:43.4,00:10:44.3,1.0,643.36,644.32
曾佩慈,14,00:10:44.5,00:10:47.5,3.0,644.48,647.52
徐梦洁,17,00:10:44.6,00:10:44.8,0.2,644.64,644.8
徐梦洁,18,00:10:45.3,00:10:47.8,2.6,645.28,647.84
曾佩慈,15,00:10:47.7,00:10:47.8,0.2,647.68,647.84
谢楠,3,00:10:53.1,00:11:04.2,11.0,653.12,664.16
谢楠,4,00:11:06.1,00:11:06.4,0.3,666.08,666.4
谢楠,5,00:11:07.4,00:11:08.5,1.1,667.36,668.48
徐梦洁,19,00:11:13.9,00:11:17.8,3.8,673.92,677.76
谢楠,6,00:11:13.9,00:11:17.8,3.8,673.92,677.76
谢楠,7,00:11:19.2,00:11:27.4,8.2,679.2,687.36
徐梦洁,20,00:11:27.4,00:11:27.8,0.5,687.36,687.84
谢楠,8,00:11:28.2,00:11:31.4,3.2,688.16,691.36
谢楠,9,00:11:45.9,00:11:52.6,6.7,705.92,712.64
徐梦洁,21,00:11:54.6,00:11:56.3,1.8,714.56,716.32
徐梦洁,22,00:11:56.8,00:11:57.3,0.5,716.8,717.28
徐梦洁,23,00:12:03.2,00:12:04.0,0.8,723.2,724.0
谢楠,10,00:12:03.2,00:12:05.6,2.4,723.2,725.6
徐梦洁,24,00:12:04.5,00:12:04.6,0.2,724.48,724.64
谢楠,11,00:12:06.7,00:12:09.1,2.4,726.72,729.12
孙怡,21,00:12:08.0,00:12:08.5,0.5,728.0,728.48
孙怡,22,00:12:08.6,00:12:12.3,3.7,728.64,732.32
谢楠,12,00:12:09.6,00:12:09.9,0.3,729.6,729.92
谢楠,13,00:12:10.4,00:12:11.0,0.6,730.4,731.04
张慧雯,1,00:13:01.9,00:13:03.5,1.6,781.92,783.52
张慧雯,2,00:13:03.8,00:13:04.3,0.5,783.84,784.32
庄法,5,00:13:29.3,00:13:31.7,2.4,809.28,811.68
李心洁,11,00:13:29.3,00:13:31.7,2.4,809.28,811.68
乌兰图雅,1,00:13:31.7,00:13:35.8,4.2,811.68,815.84
叶一茜,3,00:13:31.7,00:13:41.6,9.9,811.68,821.6
安崎,2,00:13:33.0,00:13:35.4,2.4,812.96,815.36
乌兰图雅,2,00:13:36.0,00:13:37.6,1.6,816.0,817.6
李心洁,12,00:13:44.3,00:13:51.2,6.9,824.32,831.2
叶一茜,4,00:13:51.2,00:13:53.6,2.4,831.2,833.6
叶一茜,5,00:13:56.5,00:13:57.4,1.0,836.48,837.44
乌兰图雅,3,00:13:56.6,00:14:02.4,5.8,836.64,842.4
叶一茜,6,00:13:58.6,00:14:00.2,1.6,838.56,840.16
陈凯琳,29,00:14:00.2,00:14:05.1,5.0,840.16,845.12
李心洁,13,00:14:05.1,00:14:08.3,3.2,845.12,848.32
叶一茜,7,00:14:07.0,00:14:08.3,1.3,847.04,848.32
安崎,3,00:14:08.3,00:14:11.7,3.4,848.32,851.68
叶一茜,8,00:14:09.0,00:14:13.8,4.8,848.96,853.76
乌兰图雅,4,00:14:10.9,00:14:13.8,2.9,850.88,853.76
庄法,6,00:14:10.9,00:14:11.8,1.0,850.88,851.84
安崎,4,00:14:11.8,00:14:12.0,0.2,851.84,852.0
安崎,5,00:14:12.2,00:14:13.8,1.6,852.16,853.76
乌兰图雅,5,00:14:14.2,00:14:16.3,2.1,854.24,856.32
李心洁,14,00:14:16.3,00:14:19.5,3.2,856.32,859.52
叶一茜,9,00:14:18.2,00:14:18.9,0.6,858.24,858.88
李心洁,15,00:14:20.5,00:14:21.8,1.3,860.48,861.76
