guest,segment,start_hms,end_hms,duration_s,start_sec,end_sec
王濛,1,00:00:25.1,00:00:30.1,5.0,25.12,30.08
代斯,1,00:02:03.4,00:02:07.4,4.0,123.36,127.36
代斯,2,00:02:13.6,00:02:23.2,9.6,133.6,143.2
张月,1,00:02:23.2,00:02:24.2,1.0,143.2,144.16
张月,2,00:02:25.6,00:02:26.7,1.1,145.6,146.72
张月,3,00:02:27.0,00:02:32.6,5.6,147.04,152.64
陈瑶,1,00:02:27.0,00:02:36.0,9.0,147.04,156.0
张月,4,00:02:33.0,00:02:38.9,5.9,152.96,158.88
曾佩慈,1,00:02:38.9,00:02:56.6,17.8,158.88,176.64
黄灿灿,1,00:02:38.9,00:02:46.9,8.0,158.88,166.88
庄法,1,00:03:01.8,00:03:02.1,0.3,181.76,182.08
温峥嵘,1,00:03:01.8,00:03:06.7,5.0,181.76,186.72
庄法,2,00:03:02.2,00:03:03.5,1.3,182.24,183.52
安崎,1,00:03:06.7,00:03:09.4,2.7,186.72,189.44
庄法,3,00:03:09.9,00:03:10.7,0.8,189.92,190.72
庄法,4,00:03:11.0,00:03:11.2,0.2,191.04,191.2
庄法,5,00:03:11.4,00:03:13.3,1.9,191.36,193.28
李心洁,1,00:03:13.6,00:03:14.6,1.0,193.6,194.56
徐梦洁,1,00:03:13.8,00:03:15.7,1.9,193.76,195.68
谢楠,1,00:03:15.4,00:03:15.7,0.3,195.36,195.68
徐梦洁,2,00:03:15.8,00:03:16.0,0.2,195.84,196.0
徐梦洁,3,00:03:16.2,00:03:16.3,0.2,196.16,196.32
谢楠,2,00:03:22.2,00:03:24.3,2.1,202.24,204.32
李心洁,2,00:03:22.7,00:03:25.0,2.2,202.72,204.96
李心洁,3,00:03:31.2,00:03:33.3,2.1,211.2,213.28
徐梦洁,4,00:03:33.4,00:03:35.0,1.6,213.44,215.04
李心洁,4,00:03:33.4,00:03:35.0,1.6,213.44,215.04
谢楠,3,00:03:33.4,00:03:35.4,1.9,213.44,215.36
谢楠,4,00:03:35.7,00:03:37.6,1.9,215.68,217.6
谢楠,5,00:03:37.8,00:03:38.1,0.3,217.76,218.08
谢楠,6,00:03:39.5,00:03:40.5,1.0,219.52,220.48
李心洁,5,00:03:43.7,00:03:47.4,3.7,223.68,227.36
徐梦洁,5,00:03:45.1,00:03:51.7,6.6,225.12,231.68
谢楠,7,00:03:45.1,00:03:51.7,6.6,225.12,231.68
李心洁,6,00:03:49.0,00:03:51.4,2.4,228.96,231.36
李心洁,7,00:03:51.5,00:03:51.7,0.2,231.52,231.68
孙怡,1,00:03:55.2,00:03:57.4,2.2,235.2,237.44
范玮琪,1,00:03:56.2,00:03:57.8,1.6,236.16,237.76
李小冉,1,00:03:57.8,00:03:58.1,0.3,237.76,238.08
李小冉,2,00:03:58.9,00:04:00.2,1.3,238.88,240.16
淡淡,1,00:04:06.9,00:04:09.4,2.6,246.88,249.44
何宣林,1,00:04:07.4,00:04:09.6,2.2,247.36,249.6
唐艺昕,1,00:04:07.4,00:04:08.6,1.3,247.36,248.64
唐艺昕,2,00:04:09.0,00:04:11.2,2.2,248.96,251.2
何宣林,2,00:04:09.9,00:04:11.2,1.3,249.92,251.2
陈凯琳,1,00:04:10.1,00:04:10.4,0.3,250.08,250.4
淡淡,2,00:04:10.4,00:04:11.2,0.8,250.4,251.2
安崎,2,00:04:26.9,00:04:27.0,0.2,266.88,267.04
曾佩慈,2,00:04:29.4,00:04:37.6,8.2,269.44,277.6
王濛,2,00:04:29.4,00:04:37.6,8.2,269.44,277.6
黄灿灿,2,00:04:29.6,00:04:45.3,15.7,269.6,285.28
曾佩慈,3,00:04:39.7,00:04:43.0,3.4,279.68,283.04
王濛,3,00:04:39.7,00:04:43.0,3.4,279.68,283.04
曾佩慈,4,00:04:45.3,00:04:48.0,2.7,285.28,288.0
王濛,4,00:04:48.0,00:04:49.6,1.6,288.0,289.6
唐艺昕,3,00:04:49.6,00:04:50.9,1.3,289.6,290.88
