guest,segment,start_hms,end_hms,duration_s,start_sec,end_sec
王濛,1,00:00:25.1,00:00:30.1,5.0,25.12,30.08
曾佩慈,1,00:01:26.4,00:01:29.0,2.6,86.4,88.96
谢楠,1,00:01:26.4,00:01:29.0,2.6,86.4,88.96
何宣林,1,00:01:29.0,00:01:30.9,1.9,88.96,90.88
叶一茜,1,00:01:29.0,00:01:30.9,1.9,88.96,90.88
万千惠,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
乌兰图雅,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
何宣林,2,00:01:37.4,00:01:38.9,1.4,97.44,98.88
叶一茜,2,00:01:37.4,00:01:38.9,1.4,97.44,98.88
孙怡,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
安崎,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
庄法,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
张月,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
淡淡,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
王濛,2,00:01:37.4,00:01:38.9,1.4,97.44,98.88
阚清子,1,00:01:37.4,00:01:38.9,1.4,97.44,98.88
唐艺昕,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
张慧雯,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
徐梦洁,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
徐洁儿,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
李小冉,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
李心洁,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
范玮琪,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
谢楠,2,00:01:38.9,00:01:40.3,1.4,98.88,100.32
陈凯琳,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
陈瑶,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
黄灿灿,1,00:01:38.9,00:01:40.3,1.4,98.88,100.32
代斯,1,00:01:48.5,00:01:51.4,2.9,108.48,111.36
张月,2,00:01:48.5,00:01:51.4,2.9,108.48,111.36
江语晨,1,00:01:48.5,00:01:51.4,2.9,108.48,111.36
温峥嵘,1,00:01:48.5,00:01:51.4,2.9,108.48,111.36
萧蔷,1,00:01:48.5,00:01:51.4,2.9,108.48,111.36
陈瑶,2,00:01:48.5,00:01:51.4,2.9,108.48,111.36
代斯,2,00:01:53.1,00:01:56.0,2.9,113.12,116.0
张慧雯,2,00:01:53.1,00:01:56.0,2.9,113.12,116.0
张月,3,00:01:53.1,00:01:56.0,2.9,113.12,116.0
江语晨,2,00:01:53.1,00:01:56.0,2.9,113.12,116.0
温峥嵘,2,00:01:53.1,00:01:56.0,2.9,113.12,116.0
萧蔷,2,00:01:53.1,00:01:56.0,2.9,113.12,116.0
陈瑶,3,00:01:53.1,00:01:56.0,2.9,113.12,116.0
唐艺昕,2,00:02:01.9,00:02:03.5,1.6,121.92,123.52
李小冉,2,00:02:01.9,00:02:03.5,1.6,121.92,123.52
孙怡,2,00:02:03.5,00:02:05.0,1.4,123.52,124.96
淡淡,2,00:02:03.5,00:02:05.0,1.4,123.52,124.96
万千惠,2,00:02:07.7,00:02:09.4,1.8,127.68,129.44
乌兰图雅,2,00:02:07.7,00:02:09.4,1.8,127.68,129.44
何宣林,3,00:02:07.7,00:02:09.4,1.8,127.68,129.44
叶一茜,3,00:02:07.7,00:02:09.4,1.8,127.68,129.44
孙怡,3,00:02:07.7,00:02:09.4,1.8,127.68,129.44
安崎,2,00:02:07.7,00:02:09.4,1.8,127.68,129.44
张月,4,00:02:07.7,00:02:09.4,1.8,127.68,129.44
淡淡,3,00:02:07.7,00:02:09.4,1.8,127.68,129.44
王濛,3,00:02:07.7,00:02:09.4,1.8,127.68,129.44
庄法,2,00:02:09.3,00:02:09.4,0.2,129.28,129.44
唐艺昕,3,00:02:09.4,00:02:10.7,1.3,129.44,130.72
张慧雯,3,00:02:09.4,00:02:10.7,1.3,129.44,130.72
徐梦洁,2,00:02:09.4,00:02:10.7,1.3,129.44,130.72
徐洁儿,2,00:02:09.4,00:02:10.7,1.3,129.44,130.72
曾佩慈,2,00:02:09.4,00:02:10.7,1.3,129.44,130.72
李小冉,3,00:02:09.4,00:02:10.7,1.3,129.44,130.72
李心洁,2,00:02:09.4,00:02:10.7,1.3,129.44,130.72
谢楠,3,00:02:09.4,00:02:10.7,1.3,129.44,130.72
陈凯琳,2,00:02:09.4,00:02:10.7,1.3,129.44,130.72
黄灿灿,2,00:02:09.4,00:02:10.7,1.3,129.44,130.72
孙怡,4,00:02:10.7,00:02:18.2,7.5,130.72,138.24
淡淡,4,00:02:10.7,00:02:18.2,7.5,130.72,138.24
王濛,4,00:02:10.7,00:02:18.2,7.5,130.72,138.24
唐艺昕,4,00:02:20.6,00:02:22.7,2.1,140.64,142.72
李小冉,4,00:02:20.6,00:02:22.7,2.1,140.64,142.72
何宣林,4,00:02:22.7,00:02:25.0,2.2,142.72,144.96
叶一茜,4,00:02:22.7,00:02:25.0,2.2,142.72,144.96
范玮琪,2,00:02:27.2,00:02:29.1,1.9,147.2,149.12
陈凯琳,3,00:02:27.2,00:02:29.1,1.9,147.2,149.12
万千惠,3,00:02:32.8,00:02:35.2,2.4,152.8,155.2
乌兰图雅,3,00:02:32.8,00:02:35.2,2.4,152.8,155.2
何宣林,5,00:02:32.8,00:02:33.0,0.2,152.8,152.96
阚清子,2,00:02:32.8,00:02:35.2,2.4,152.8,155.2
范玮琪,3,00:02:37.6,00:02:38.9,1.3,157.6,158.88
陈凯琳,4,00:02:37.6,00:02:38.9,1.3,157.6,158.88
乌兰图雅,4,00:02:43.5,00:02:43.8,0.3,163.52,163.84
乌兰图雅,5,00:02:44.0,00:02:44.5,0.5,164.0,164.48
万千惠,4,00:02:47.2,00:02:48.0,0.8,167.2,168.0
范玮琪,4,00:02:48.0,00:02:48.8,0.8,168.0,168.8
叶一茜,5,00:02:48.8,00:02:49.6,0.8,168.8,169.6
李小冉,5,00:02:49.6,00:02:49.9,0.3,169.6,169.92
阚清子,3,00:02:49.9,00:02:50.4,0.5,169.92,170.4
唐艺昕,5,00:02:50.4,00:02:50.9,0.5,170.4,170.88
陈凯琳,5,00:02:50.9,00:02:51.2,0.3,170.88,171.2
阚清子,4,00:02:51.2,00:02:51.5,0.3,171.2,171.52
黄灿灿,3,00:02:51.5,00:02:51.7,0.2,171.52,171.68
李心洁,3,00:02:51.7,00:02:51.8,0.2,171.68,171.84
万千惠,5,00:02:51.8,00:02:52.2,0.3,171.84,172.16
叶一茜,6,00:02:52.2,00:02:52.3,0.2,172.16,172.32
李心洁,4,00:02:52.3,00:02:52.6,0.3,172.32,172.64
乌兰图雅,6,00:02:52.6,00:02:54.4,1.8,172.64,174.4
万千惠,6,00:02:52.8,00:02:54.4,1.6,172.8,174.4
何宣林,6,00:02:52.8,00:02:54.4,1.6,172.8,174.4
叶一茜,7,00:02:52.8,00:02:54.4,1.6,172.8,174.4
唐艺昕,6,00:02:52.8,00:02:54.4,1.6,172.8,174.4
李小冉,6,00:02:52.8,00:02:54.4,1.6,172.8,174.4
李心洁,5,00:02:52.8,00:02:54.4,1.6,172.8,174.4
范玮琪,5,00:02:52.8,00:02:54.4,1.6,172.8,174.4
阚清子,5,00:02:52.8,00:02:54.4,1.6,172.8,174.4
陈凯琳,6,00:02:52.8,00:02:54.4,1.6,172.8,174.4
黄灿灿,4,00:02:52.8,00:02:54.4,1.6,172.8,174.4
万千惠,7,00:03:01.3,00:03:04.3,3.0,181.28,184.32
乌兰图雅,7,00:03:01.3,00:03:04.3,3.0,181.28,184.32
何宣林,7,00:03:01.3,00:03:08.3,7.0,181.28,188.32
孙怡,5,00:03:01.3,00:03:04.3,3.0,181.28,184.32
淡淡,5,00:03:01.3,00:03:03.2,1.9,181.28,183.2
王濛,5,00:03:01.3,00:03:04.3,3.0,181.28,184.32
阚清子,6,00:03:01.3,00:03:04.3,3.0,181.28,184.32
叶一茜,8,00:03:04.3,00:03:08.3,4.0,184.32,188.32
陈凯琳,7,00:03:13.1,00:03:15.4,2.2,193.12,195.36
黄灿灿,5,00:03:13.1,00:03:15.4,2.2,193.12,195.36
万千惠,8,00:03:21.1,00:03:23.4,2.2,201.12,203.36
阚清子,7,00:03:21.1,00:03:23.4,2.2,201.12,203.36
唐艺昕,7,00:03:23.4,00:03:26.2,2.9,203.36,206.24
张慧雯,4,00:03:23.4,00:03:26.2,2.9,203.36,206.24
徐梦洁,3,00:03:23.4,00:03:26.2,2.9,203.36,206.24
徐洁儿,3,00:03:23.4,00:03:26.2,2.9,203.36,206.24
李小冉,7,00:03:23.4,00:03:26.2,2.9,203.36,206.24
李心洁,6,00:03:23.4,00:03:26.2,2.9,203.36,206.24
谢楠,4,00:03:23.4,00:03:26.2,2.9,203.36,206.24
陈凯琳,8,00:03:23.4,00:03:24.6,1.3,203.36,204.64
黄灿灿,6,00:03:23.4,00:03:26.2,2.9,203.36,206.24
代斯,3,00:03:30.9,00:03:32.8,1.9,210.88,212.8
张月,5,00:03:30.9,00:03:32.8,1.9,210.88,212.8
江语晨,3,00:03:30.9,00:03:32.8,1.9,210.88,212.8
温峥嵘,3,00:03:30.9,00:03:32.8,1.9,210.88,212.8
萧蔷,3,00:03:30.9,00:03:32.8,1.9,210.88,212.8
陈瑶,4,00:03:30.9,00:03:32.8,1.9,210.88,212.8
张慧雯,5,00:03:32.8,00:03:40.3,7.5,212.8,220.32
万千惠,9,00:03:57.0,00:03:59.4,2.4,236.96,239.36
乌兰图雅,8,00:03:57.0,00:03:59.5,2.6,236.96,239.52
阚清子,8,00:03:57.0,00:03:58.2,1.3,236.96,238.24
何宣林,8,00:03:58.1,00:03:58.9,0.8,238.08,238.88
何宣林,9,00:03:59.4,00:04:01.4,2.1,239.36,241.44
乌兰图雅,9,00:03:59.7,00:04:01.9,2.2,239.68,241.92
万千惠,10,00:04:00.5,00:04:01.9,1.4,240.48,241.92
阚清子,9,00:04:01.8,00:04:01.9,0.2,241.76,241.92
唐艺昕,8,00:04:01.9,00:04:03.7,1.8,241.92,243.68
