guest,segment,start_hms,end_hms,duration_s,start_sec,end_sec
孙怡,12,00:05:44.0,00:05:45.9,1.9,344.0,345.92
孙怡,13,00:05:51.2,00:05:53.1,1.9,351.2,353.12
江语晨,7,00:05:51.2,00:05:53.4,2.2,351.2,353.44
唐艺昕,14,00:06:08.8,00:06:10.6,1.8,368.8,370.56
淡淡,8,00:06:08.8,00:06:10.6,1.8,368.8,370.56
孙怡,14,00:06:11.2,00:06:13.4,2.2,371.2,373.44
孙怡,15,00:06:14.2,00:06:16.0,1.8,374.24,376.0
江语晨,8,00:06:16.0,00:06:16.8,0.8,376.0,376.8
范玮琪,12,00:06:16.0,00:06:18.1,2.1,376.0,378.08
淡淡,9,00:06:16.8,00:06:18.1,1.3,376.8,378.08
孙怡,16,00:06:19.7,00:06:20.0,0.3,379.68,380.0
孙怡,17,00:06:20.2,00:06:20.3,0.2,380.16,380.32
孙怡,18,00:06:20.5,00:06:20.8,0.3,380.48,380.8
江语晨,9,00:06:20.8,00:06:21.3,0.5,380.8,381.28
范玮琪,13,00:06:20.8,00:06:21.8,1.0,380.8,381.76
江语晨,10,00:06:22.2,00:06:22.6,0.3,382.24,382.56
孙怡,19,00:06:22.6,00:06:24.2,1.6,382.56,384.16
萧蔷,1,00:06:28.5,00:06:38.4,9.9,388.48,398.4
安崎,1,00:06:31.0,00:06:34.1,3.0,391.04,394.08
温峥嵘,2,00:06:33.6,00:06:35.7,2.1,393.6,395.68
安崎,2,00:06:35.7,00:06:36.5,0.8,395.68,396.48
阚清子,1,00:06:35.7,00:06:40.6,5.0,395.68,400.64
温峥嵘,3,00:06:36.0,00:06:38.4,2.4,396.0,398.4
安崎,3,00:06:37.1,00:06:37.9,0.8,397.12,397.92
温峥嵘,4,00:06:49.3,00:06:53.9,4.6,409.28,413.92
萧蔷,2,00:06:49.3,00:06:56.0,6.7,409.28,416.0
阚清子,2,00:06:49.3,00:06:53.3,4.0,409.28,413.28
安崎,4,00:06:50.1,00:06:50.6,0.5,410.08,410.56
安崎,5,00:06:51.0,00:06:51.7,0.6,411.04,411.68
安崎,6,00:06:52.6,00:06:53.3,0.6,412.64,413.28
安崎,7,00:06:54.1,00:06:56.0,1.9,414.08,416.0
温峥嵘,5,00:06:54.1,00:06:56.0,1.9,414.08,416.0
阚清子,3,00:06:54.1,00:06:55.0,1.0,414.08,415.04
阚清子,4,00:06:55.2,00:06:56.0,0.8,415.2,416.0
安崎,8,00:06:57.9,00:07:00.5,2.6,417.92,420.48
温峥嵘,6,00:06:57.9,00:07:08.3,10.4,417.92,428.32
阚清子,5,00:06:57.9,00:06:58.7,0.8,417.92,418.72
阚清子,6,00:06:58.9,00:06:59.8,1.0,418.88,419.84
萧蔷,3,00:07:00.3,00:07:00.5,0.2,420.32,420.48
阚清子,7,00:07:01.4,00:07:05.1,3.7,421.44,425.12
安崎,9,00:07:03.0,00:07:03.2,0.2,423.04,423.2
萧蔷,4,00:07:03.2,00:07:03.7,0.5,423.2,423.68
安崎,10,00:07:03.4,00:07:04.3,1.0,423.36,424.32
萧蔷,5,00:07:04.0,00:07:05.1,1.1,424.0,425.12
安崎,11,00:07:04.6,00:07:05.1,0.5,424.64,425.12
阚清子,8,00:07:05.8,00:07:08.3,2.6,425.76,428.32
萧蔷,6,00:07:08.3,00:07:10.2,1.9,428.32,430.24
温峥嵘,7,00:07:10.2,00:07:14.4,4.2,430.24,434.4
安崎,12,00:07:10.4,00:07:10.6,0.2,430.4,430.56
安崎,13,00:07:19.5,00:07:20.3,0.8,439.52,440.32
萧蔷,7,00:07:19.5,00:07:19.7,0.2,439.52,439.68
萧蔷,8,00:07:20.2,00:07:22.7,2.6,440.16,442.72
阚清子,9,00:07:21.0,00:07:23.0,2.1,440.96,443.04
安崎,14,00:07:21.4,00:07:21.6,0.2,441.44,441.6
安崎,15,00:07:23.0,00:07:30.9,7.8,443.04,450.88
萧蔷,9,00:07:26.4,00:07:26.9,0.5,446.4,446.88
温峥嵘,8,00:07:30.9,00:07:33.1,2.2,450.88,453.12
萧蔷,10,00:07:30.9,00:07:33.1,2.2,450.88,453.12
安崎,16,00:07:36.2,00:07:36.3,0.2,456.16,456.32
温峥嵘,9,00:07:36.2,00:07:38.9,2.7,456.16,458.88
阚清子,10,00:07:36.2,00:07:36.5,0.3,456.16,456.48
安崎,17,00:07:36.8,00:07:37.4,0.6,456.8,457.44
阚清子,11,00:07:37.8,00:07:40.2,2.4,457.76,460.16
安崎,18,00:07:38.4,00:07:38.9,0.5,458.4,458.88
安崎,19,00:07:39.0,00:07:39.5,0.5,459.04,459.52
温峥嵘,10,00:07:39.2,00:07:40.2,1.0,459.2,460.16
萧蔷,11,00:07:39.5,00:07:39.7,0.2,459.52,459.68
阚清子,12,00:07:40.3,00:07:40.6,0.3,460.32,460.64
萧蔷,12,00:07:41.1,00:07:41.3,0.2,461.12,461.28
温峥嵘,11,00:07:41.4,00:07:42.2,0.8,461.44,462.24
萧蔷,13,00:07:41.4,00:07:42.6,1.1,461.44,462.56
阚清子,13,00:07:41.6,00:07:41.8,0.2,461.6,461.76
安崎,20,00:07:41.9,00:07:45.3,3.4,461.92,465.28
阚清子,14,00:07:42.2,00:07:43.0,0.8,462.24,463.04
温峥嵘,12,00:07:42.4,00:07:42.9,0.5,462.4,462.88
萧蔷,14,00:07:43.0,00:07:43.5,0.5,463.04,463.52
温峥嵘,13,00:07:43.5,00:07:44.3,0.8,463.52,464.32
萧蔷,15,00:07:45.3,00:07:47.0,1.8,465.28,467.04
阚清子,15,00:07:47.0,00:07:47.8,0.8,467.04,467.84
萧蔷,16,00:07:48.2,00:07:48.8,0.6,468.16,468.8
萧蔷,17,00:07:49.1,00:07:49.4,0.3,469.12,469.44
萧蔷,18,00:07:49.6,00:07:50.4,0.8,469.6,470.4
萧蔷,19,00:07:50.6,00:07:51.5,1.0,470.56,471.52
安崎,21,00:07:51.5,00:07:52.6,1.1,471.52,472.64
阚清子,16,00:07:51.5,00:07:51.8,0.3,471.52,471.84
萧蔷,20,00:07:51.8,00:07:52.3,0.5,471.84,472.32
阚清子,17,00:07:52.2,00:07:54.1,1.9,472.16,474.08
安崎,22,00:07:53.0,00:07:54.1,1.1,472.96,474.08
阚清子,18,00:07:54.7,00:07:55.0,0.3,474.72,475.04
萧蔷,21,00:07:55.0,00:07:57.4,2.4,475.04,477.44
徐洁儿,2,00:08:03.8,00:08:04.8,1.0,483.84,484.8
代斯,5,00:08:07.0,00:08:07.2,0.2,487.04,487.2
张慧雯,2,00:08:07.0,00:08:07.2,0.2,487.04,487.2
张月,5,00:08:07.2,00:08:11.0,3.8,487.2,491.04
张月,6,00:08:12.8,00:08:16.0,3.2,492.8,496.0
万千惠,1,00:08:14.6,00:08:16.0,1.4,494.56,496.0
张月,7,00:08:18.7,00:08:26.2,7.5,498.72,506.24
万千惠,2,00:08:27.8,00:08:28.6,0.8,507.84,508.64
徐洁儿,3,00:08:27.8,00:08:34.7,6.9,507.84,514.72
代斯,6,00:08:28.0,00:08:29.3,1.3,508.0,509.28
张月,8,00:08:28.0,00:08:34.7,6.7,508.0,514.72
张慧雯,3,00:08:28.6,00:08:34.7,6.1,508.64,514.72
代斯,7,00:08:30.6,00:08:30.7,0.2,510.56,510.72
代斯,8,00:08:30.9,00:08:33.0,2.1,510.88,512.96
张月,9,00:08:35.4,00:08:37.9,2.6,515.36,517.92
徐洁儿,4,00:08:35.8,00:08:42.1,6.2,515.84,522.08
代斯,9,00:08:36.5,00:08:37.9,1.4,516.48,517.92
徐洁儿,5,00:08:42.4,00:08:45.4,3.0,522.4,525.44
代斯,10,00:08:42.9,00:08:45.4,2.6,522.88,525.44
李小冉,2,00:08:45.4,00:08:45.6,0.2,525.44,525.6
王濛,2,00:08:45.4,00:08:45.9,0.5,525.44,525.92
李小冉,3,00:08:45.8,00:08:46.1,0.3,525.76,526.08
淡淡,10,00:08:46.1,00:08:46.4,0.3,526.08,526.4
李小冉,4,00:08:46.4,00:08:47.7,1.3,526.4,527.68
徐洁儿,6,00:08:47.7,00:08:48.8,1.1,527.68,528.8
万千惠,3,00:08:49.1,00:08:56.5,7.4,529.12,536.48
徐洁儿,7,00:08:51.0,00:08:51.8,0.8,531.04,531.84
徐洁儿,8,00:08:54.1,00:08:58.1,4.0,534.08,538.08
张月,10,00:08:55.0,00:09:00.2,5.1,535.04,540.16
万千惠,4,00:08:56.6,00:08:59.2,2.6,536.64,539.2
万千惠,5,00:09:00.2,00:09:01.6,1.4,540.16,541.6
徐洁儿,9,00:09:00.2,00:09:02.1,1.9,540.16,542.08
张月,11,00:09:01.4,00:09:07.7,6.2,541.44,547.68
万千惠,6,00:09:01.9,00:09:05.0,3.0,541.92,544.96
徐洁儿,10,00:09:02.9,00:09:04.0,1.1,542.88,544.0
万千惠,7,00:09:06.1,00:09:06.9,0.8,546.08,546.88
万千惠,8,00:09:07.0,00:09:08.3,1.3,547.04,548.32
徐洁儿,11,00:09:07.7,00:09:13.6,5.9,547.68,553.6
万千惠,9,00:09:08.8,00:09:11.4,2.6,548.8,551.36
万千惠,10,00:09:11.7,00:09:12.2,0.5,551.68,552.16
万千惠,11,00:09:12.5,00:09:16.0,3.5,552.48,556.0
张月,12,00:09:13.9,00:09:14.4,0.5,553.92,554.4
徐洁儿,12,00:09:14.4,00:09:16.0,1.6,554.4,556.0
徐洁儿,13,00:09:19.7,00:09:22.9,3.2,559.68,562.88
万千惠,12,00:09:22.9,00:09:24.3,1.4,562.88,564.32
万千惠,13,00:09:24.5,00:09:31.8,7.4,564.48,571.84
张月,13,00:09:27.2,00:09:28.0,0.8,567.2,568.0
张月,14,00:09:28.2,00:09:30.2,2.1,568.16,570.24
张月,15,00:09:30.6,00:09:32.3,1.8,570.56,572.32
万千惠,14,00:09:32.0,00:09:32.3,0.3,572.0,572.32
代斯,11,00:09:32.6,00:09:33.1,0.5,572.64,573.12
万千惠,15,00:09:33.1,00:09:33.4,0.3,573.12,573.44
代斯,12,00:09:33.3,00:09:33.4,0.2,573.28,573.44
徐洁儿,14,00:09:33.4,00:09:35.7,2.2,573.44,575.68
万千惠,16,00:09:33.8,00:09:35.7,1.9,573.76,575.68
代斯,13,00:09:33.9,00:09:35.7,1.8,573.92,575.68
代斯,14,00:09:36.0,00:09:41.4,5.4,576.0,581.44
徐洁儿,15,00:09:36.3,00:09:37.0,0.6,576.32,576.96
徐洁儿,16,00:09:39.8,00:09:43.7,3.8,579.84,583.68
李小冉,5,00:09:43.7,00:09:46.4,2.7,583.68,586.4
乌兰图雅,1,00:09:46.4,00:09:51.5,5.1,586.4,591.52
李小冉,6,00:09:51.5,00:10:01.4,9.9,591.52,601.44
陈凯琳,2,00:10:01.4,00:10:08.3,6.9,601.44,608.32
乌兰图雅,2,00:10:03.7,00:10:08.3,4.6,603.68,608.32
李小冉,7,00:10:03.7,00:10:18.1,14.4,603.68,618.08
乌兰图雅,3,00:10:10.7,00:10:16.2,5.4,610.72,616.16
陈凯琳,3,00:10:10.7,00:10:16.2,5.4,610.72,616.16
乌兰图雅,4,00:10:18.1,00:10:21.8,3.7,618.08,621.76
李小冉,8,00:10:21.8,00:10:45.8,24.0,621.76,645.76
乌兰图雅,5,00:10:23.8,00:10:31.2,7.4,623.84,631.2
淡淡,11,00:10:23.8,00:10:38.6,14.7,623.84,638.56
陈凯琳,4,00:10:23.8,00:10:31.2,7.4,623.84,631.2
乌兰图雅,6,00:10:37.6,00:10:39.7,2.1,637.6,639.68
陈凯琳,5,00:10:37.6,00:10:39.7,2.1,637.6,639.68
淡淡,12,00:10:39.4,00:10:45.8,6.4,639.36,645.76
乌兰图雅,7,00:10:42.4,00:10:45.8,3.4,642.4,645.76
陈凯琳,6,00:10:42.4,00:10:45.8,3.4,642.4,645.76
李心洁,1,00:10:56.6,00:11:00.2,3.5,656.64,660.16
徐梦洁,8,00:11:12.0,00:11:12.2,0.2,672.0,672.16
徐梦洁,9,00:11:12.5,00:11:12.6,0.2,672.48,672.64
徐梦洁,10,00:11:13.3,00:11:18.6,5.3,673.28,678.56
何宣林,2,00:11:14.7,00:11:18.6,3.8,674.72,678.56
李心洁,2,00:11:14.9,00:11:23.5,8.6,674.88,683.52
庄法,1,00:11:19.4,00:11:19.7,0.3,679.36,679.68
庄法,2,00:11:20.0,00:11:21.0,1.0,680.0,680.96
何宣林,3,00:11:20.3,00:11:20.8,0.5,680.32,680.8
何宣林,4,00:11:21.0,00:11:21.1,0.2,680.96,681.12
庄法,3,00:11:21.3,00:11:21.4,0.2,681.28,681.44
庄法,4,00:11:21.6,00:11:23.5,1.9,681.6,683.52
徐梦洁,11,00:11:22.4,00:11:23.5,1.1,682.4,683.52
何宣林,5,00:11:23.5,00:11:26.4,2.9,683.52,686.4
庄法,5,00:11:23.8,00:11:27.4,3.5,683.84,687.36
李心洁,3,00:11:27.4,00:11:41.3,13.9,687.36,701.28
何宣林,6,00:11:31.0,00:11:33.8,2.7,691.04,693.76
徐梦洁,12,00:11:31.0,00:11:33.8,2.7,691.04,693.76
庄法,6,00:11:37.1,00:11:37.3,0.2,697.12,697.28
庄法,7,00:11:37.4,00:11:39.7,2.2,697.44,699.68
庄法,8,00:11:39.8,00:11:42.4,2.6,699.84,702.4
李心洁,4,00:11:41.4,00:11:41.6,0.2,701.44,701.6
李心洁,5,00:11:42.4,00:11:47.5,5.1,702.4,707.52
徐梦洁,13,00:11:47.7,00:11:49.6,1.9,707.68,709.6
李心洁,6,00:11:47.7,00:11:50.9,3.2,707.68,710.88
徐梦洁,14,00:11:50.9,00:11:54.4,3.5,710.88,714.4
何宣林,7,00:11:51.8,00:11:57.3,5.4,711.84,717.28
庄法,9,00:11:51.8,00:11:54.4,2.6,711.84,714.4
李心洁,7,00:11:51.8,00:11:54.4,2.6,711.84,714.4
庄法,10,00:11:57.3,00:11:57.6,0.3,717.28,717.6
李心洁,8,00:11:57.3,00:12:04.0,6.7,717.28,724.0
庄法,11,00:11:57.9,00:12:00.3,2.4,717.92,720.32
庄法,12,00:12:01.3,00:12:04.6,3.4,721.28,724.64
徐梦洁,15,00:12:01.9,00:12:02.1,0.2,721.92,722.08
李心洁,9,00:12:04.6,00:12:05.9,1.3,724.64,725.92
何宣林,8,00:12:04.8,00:12:07.2,2.4,724.8,727.2
庄法,13,00:12:05.0,00:12:06.1,1.1,724.96,726.08
徐梦洁,16,00:12:05.0,00:12:05.1,0.2,724.96,725.12
徐梦洁,17,00:12:05.3,00:12:05.4,0.2,725.28,725.44
徐梦洁,18,00:12:05.9,00:12:08.3,2.4,725.92,728.32
庄法,14,00:12:07.5,00:12:07.7,0.2,727.52,727.68
庄法,15,00:12:07.8,00:12:08.0,0.2,727.84,728.0
李心洁,10,00:12:07.8,00:12:11.0,3.2,727.84,731.04
庄法,16,00:12:08.2,00:12:08.3,0.2,728.16,728.32
庄法,17,00:12:09.1,00:12:09.6,0.5,729.12,729.6
庄法,18,00:12:09.8,00:12:11.0,1.3,729.76,731.04
叶一茜,2,00:12:13.8,00:12:15.4,1.6,733.76,735.36
谢楠,5,00:12:13.8,00:12:16.5,2.7,733.76,736.48
叶一茜,3,00:12:15.5,00:12:16.5,1.0,735.52,736.48
曾佩慈,3,00:12:16.5,00:12:18.6,2.1,736.48,738.56
谢楠,6,00:12:18.6,00:12:21.6,3.0,738.56,741.6
叶一茜,4,00:12:19.0,00:12:19.7,0.6,739.04,739.68
叶一茜,5,00:12:20.3,00:12:20.5,0.2,740.32,740.48
叶一茜,6,00:12:20.8,00:12:21.4,0.6,740.8,741.44
叶一茜,7,00:12:21.6,00:12:26.9,5.3,741.6,746.88
黄灿灿,2,00:12:21.6,00:12:26.9,5.3,741.6,746.88
陈瑶,10,00:12:26.9,00:12:30.9,4.0,746.88,750.88
黄灿灿,3,00:12:30.9,00:12:33.9,3.0,750.88,753.92
曾佩慈,4,00:12:37.0,00:12:39.2,2.2,756.96,759.2
黄灿灿,4,00:12:39.2,00:12:42.6,3.4,759.2,762.56
谢楠,7,00:12:42.6,00:12:45.0,2.4,762.56,764.96
叶一茜,8,00:12:43.0,00:12:44.5,1.4,763.04,764.48
叶一茜,9,00:12:45.0,00:12:45.9,1.0,764.96,765.92
曾佩慈,5,00:12:45.0,00:12:47.4,2.4,764.96,767.36
陈瑶,11,00:12:45.0,00:12:45.6,0.6,764.96,765.6
黄灿灿,5,00:12:45.0,00:12:47.2,2.2,764.96,767.2
陈瑶,12,00:12:46.9,00:12:47.4,0.5,766.88,767.36
谢楠,8,00:12:47.4,00:12:49.0,1.6,767.36,768.96
黄灿灿,6,00:12:47.4,00:12:47.5,0.2,767.36,767.52
黄灿灿,7,00:12:47.8,00:12:49.0,1.1,767.84,768.96
叶一茜,10,00:12:49.0,00:12:56.6,7.7,768.96,776.64
曾佩慈,6,00:12:52.5,00:12:54.6,2.1,772.48,774.56
谢楠,9,00:12:57.4,00:12:57.6,0.2,777.44,777.6
叶一茜,11,00:12:57.6,00:12:57.8,0.2,777.6,777.76
叶一茜,12,00:12:57.9,00:12:58.6,0.6,777.92,778.56
黄灿灿,8,00:12:58.1,00:13:02.4,4.3,778.08,782.4
谢楠,10,00:12:58.2,00:12:58.4,0.2,778.24,778.4
陈瑶,13,00:12:58.4,00:13:01.4,3.0,778.4,781.44
谢楠,11,00:12:58.6,00:12:59.4,0.8,778.56,779.36
叶一茜,13,00:12:58.7,00:12:59.0,0.3,778.72,779.04
叶一茜,14,00:12:59.2,00:12:59.4,0.2,779.2,779.36
叶一茜,15,00:12:59.5,00:13:00.6,1.1,779.52,780.64
谢楠,12,00:12:59.7,00:13:02.7,3.0,779.68,782.72
曾佩慈,7,00:13:01.8,00:13:02.7,1.0,781.76,782.72
叶一茜,16,00:13:01.9,00:13:02.1,0.2,781.92,782.08
叶一茜,17,00:13:02.2,00:13:11.5,9.3,782.24,791.52
陈瑶,14,00:13:02.2,00:13:02.6,0.3,782.24,782.56
谢楠,13,00:13:03.0,00:13:03.4,0.3,783.04,783.36
陈瑶,15,00:13:03.4,00:13:03.5,0.2,783.36,783.52
谢楠,14,00:13:03.5,00:13:04.6,1.1,783.52,784.64
黄灿灿,9,00:13:04.0,00:13:07.8,3.8,784.0,787.84
陈瑶,16,00:13:04.5,00:13:06.1,1.6,784.48,786.08
谢楠,15,00:13:05.0,00:13:11.5,6.6,784.96,791.52
陈瑶,17,00:13:06.2,00:13:06.4,0.2,786.24,786.4
陈瑶,18,00:13:06.6,00:13:07.0,0.5,786.56,787.04
陈瑶,19,00:13:07.4,00:13:07.5,0.2,787.36,787.52
黄灿灿,10,00:13:08.2,00:13:08.3,0.2,788.16,788.32
陈瑶,20,00:13:09.3,00:13:11.5,2.2,789.28,791.52
黄灿灿,11,00:13:09.3,00:13:17.0,7.7,789.28,796.96
曾佩慈,8,00:13:09.8,00:13:11.4,1.6,789.76,791.36
谢楠,16,00:13:13.4,00:13:15.2,1.8,793.44,795.2
陈瑶,21,00:13:13.4,00:13:34.2,20.8,793.44,814.24
曾佩慈,9,00:13:15.5,00:13:29.6,14.1,795.52,809.6
叶一茜,18,00:13:20.3,00:13:23.2,2.9,800.32,803.2
谢楠,17,00:13:20.3,00:13:22.7,2.4,800.32,802.72
叶一茜,19,00:13:32.3,00:13:34.6,2.2,812.32,814.56
曾佩慈,10,00:13:32.3,00:13:40.0,7.7,812.32,820.0
谢楠,18,00:13:32.3,00:13:34.6,2.2,812.32,814.56
黄灿灿,12,00:13:32.3,00:13:34.1,1.8,812.32,814.08
黄灿灿,13,00:13:34.6,00:13:36.8,2.2,814.56,816.8
谢楠,19,00:13:38.7,00:13:40.0,1.3,818.72,820.0
黄灿灿,14,00:13:38.7,00:13:40.0,1.3,818.72,820.0
叶一茜,20,00:13:40.0,00:13:42.9,2.9,820.0,822.88
陈瑶,22,00:13:40.0,00:13:42.9,2.9,820.0,822.88
谢楠,20,00:13:42.9,00:13:44.3,1.4,822.88,824.32
谢楠,21,00:13:44.8,00:13:45.6,0.8,824.8,825.6
徐梦洁,19,00:13:45.6,00:13:47.8,2.2,825.6,827.84
萧蔷,22,00:13:53.1,00:13:54.4,1.3,833.12,834.4
萧蔷,23,00:13:54.6,00:14:04.5,9.9,834.56,844.48
阚清子,19,00:13:57.1,00:14:04.5,7.4,837.12,844.48
温峥嵘,14,00:13:59.2,00:14:04.5,5.3,839.2,844.48
安崎,23,00:14:04.5,00:14:10.9,6.4,844.48,850.88
徐梦洁,20,00:14:11.0,00:14:11.2,0.2,851.04,851.2
徐梦洁,21,00:14:11.4,00:14:17.8,6.4,851.36,857.76
李心洁,11,00:14:13.1,00:14:13.9,0.8,853.12,853.92
庄法,19,00:14:13.3,00:14:13.9,0.6,853.28,853.92
李心洁,12,00:14:14.9,00:14:24.6,9.8,854.88,864.64
庄法,20,00:14:15.5,00:14:16.0,0.5,855.52,856.0
何宣林,9,00:14:16.3,00:14:16.8,0.5,856.32,856.8
庄法,21,00:14:16.5,00:14:17.8,1.3,856.48,857.76
何宣林,10,00:14:17.1,00:14:17.6,0.5,857.12,857.6
江语晨,11,00:14:24.6,00:14:29.0,4.3,864.64,868.96
唐艺昕,15,00:14:25.1,00:14:27.2,2.1,865.12,867.2
范玮琪,14,00:14:25.6,00:14:29.1,3.5,865.6,869.12
唐艺昕,16,00:14:27.8,00:14:38.9,11.0,867.84,878.88
孙怡,20,00:14:28.0,00:14:33.8,5.8,868.0,873.76
江语晨,12,00:14:29.3,00:14:33.8,4.5,869.28,873.76
范玮琪,15,00:14:29.4,00:14:32.0,2.6,869.44,872.0
