guest,segment,start_hms,end_hms,duration_s,start_sec,end_sec
王濛,1,00:00:25.1,00:00:30.1,5.0,25.12,30.08
曾佩慈,1,00:01:13.3,00:01:13.9,0.6,73.28,73.92
谢楠,1,00:01:13.3,00:01:13.4,0.2,73.28,73.44
谢楠,2,00:01:13.8,00:01:20.5,6.7,73.76,80.48
曾佩慈,2,00:01:15.4,00:01:20.5,5.1,75.36,80.48
李小冉,1,00:01:20.5,00:01:29.0,8.5,80.48,88.96
唐艺昕,1,00:01:25.6,00:01:35.8,10.2,85.6,95.84
李小冉,2,00:01:30.9,00:01:31.2,0.3,90.88,91.2
李小冉,3,00:01:31.4,00:01:35.8,4.5,91.36,95.84
淡淡,1,00:01:35.8,00:01:38.6,2.7,95.84,98.56
唐艺昕,2,00:01:38.6,00:02:00.8,22.2,98.56,120.8
李小冉,4,00:01:38.6,00:01:52.6,14.1,98.56,112.64
淡淡,2,00:01:52.6,00:01:55.0,2.4,112.64,115.04
李小冉,5,00:01:55.0,00:02:01.4,6.4,115.04,121.44
唐艺昕,3,00:02:01.0,00:02:02.6,1.6,120.96,122.56
陈瑶,1,00:02:01.4,00:02:02.4,1.0,121.44,122.4
淡淡,3,00:02:02.2,00:02:03.5,1.3,122.24,123.52
唐艺昕,4,00:02:02.7,00:02:03.4,0.6,122.72,123.36
陈瑶,2,00:02:02.7,00:02:05.4,2.7,122.72,125.44
淡淡,4,00:02:04.0,00:02:08.2,4.2,124.0,128.16
唐艺昕,5,00:02:04.2,00:02:05.4,1.3,124.16,125.44
唐艺昕,6,00:02:06.4,00:02:09.1,2.7,126.4,129.12
淡淡,5,00:02:08.5,00:02:08.8,0.3,128.48,128.8
淡淡,6,00:02:09.0,00:02:09.1,0.2,128.96,129.12
李心洁,1,00:02:09.1,00:02:10.1,1.0,129.12,130.08
庄法,1,00:02:12.5,00:02:13.0,0.5,132.48,132.96
安崎,1,00:02:13.6,00:02:13.8,0.2,133.6,133.76
庄法,2,00:02:13.8,00:02:14.2,0.5,133.76,134.24
安崎,2,00:02:14.2,00:02:14.4,0.2,134.24,134.4
代斯,1,00:02:14.4,00:02:14.6,0.2,134.4,134.56
萧蔷,1,00:02:14.4,00:02:18.9,4.5,134.4,138.88
温峥嵘,1,00:02:15.2,00:02:15.7,0.5,135.2,135.68
代斯,2,00:02:16.0,00:02:19.5,3.5,136.0,139.52
温峥嵘,2,00:02:17.0,00:02:17.4,0.5,136.96,137.44
温峥嵘,3,00:02:17.6,00:02:17.9,0.3,137.6,137.92
温峥嵘,4,00:02:18.6,00:02:19.5,1.0,138.56,139.52
代斯,3,00:02:32.6,00:02:35.0,2.4,152.64,155.04
温峥嵘,5,00:02:32.6,00:02:35.0,2.4,152.64,155.04
万千惠,1,00:02:35.0,00:02:37.8,2.7,155.04,157.76
张慧雯,1,00:02:35.0,00:02:37.8,2.7,155.04,157.76
徐梦洁,1,00:02:35.0,00:02:37.8,2.7,155.04,157.76
曾佩慈,3,00:02:35.0,00:02:37.8,2.7,155.04,157.76
谢楠,3,00:02:35.0,00:02:37.8,2.7,155.04,157.76
陈凯琳,1,00:02:37.8,00:02:41.0,3.2,157.76,160.96
黄灿灿,1,00:02:37.8,00:02:41.0,3.2,157.76,160.96
何宣林,1,00:02:41.0,00:02:44.0,3.0,160.96,164.0
孙怡,1,00:02:41.0,00:02:44.0,3.0,160.96,164.0
江语晨,1,00:02:41.0,00:02:44.0,3.0,160.96,164.0
范玮琪,1,00:02:41.0,00:02:44.0,3.0,160.96,164.0
阚清子,1,00:02:41.0,00:02:44.0,3.0,160.96,164.0
万千惠,2,00:02:46.6,00:02:52.8,6.2,166.56,172.8
张慧雯,2,00:02:46.6,00:02:52.8,6.2,166.56,172.8
徐梦洁,2,00:02:46.6,00:02:52.8,6.2,166.56,172.8
谢楠,4,00:02:46.6,00:02:52.8,6.2,166.56,172.8
曾佩慈,4,00:02:52.8,00:02:56.0,3.2,172.8,176.0
